sid,cid,sidsrcname,sidextid,subssynonym,sidmdate,depdate,depcatg,annotation,smiles
363903808,123183,Chemical Carcinogenesis Research Information System (CCRIS),3182-75-0,N-Nitro-N-butylamine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCN[N+](=O)[O-]
363903809,23505,Chemical Carcinogenesis Research Information System (CCRIS),7119-92-8,N-Nitrodiethylamine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCN(CC)[N+](=O)[O-]
363903810,29422,Chemical Carcinogenesis Research Information System (CCRIS),19091-98-6,N-Nitro-N-ethylamine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCN[N+](=O)[O-]
363903811,122983,Chemical Carcinogenesis Research Information System (CCRIS),109119-77-9,N-Nitro-N-(1-hydroxybutyl)butylamine acetate,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCN(C(CCC)OC(=O)C)[N+](=O)[O-]
363903812,13220522,Chemical Carcinogenesis Research Information System (CCRIS),92667-07-7,N-Nitro-N-(1-hydroxyethyl)ethylamine acetate,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCN(C(C)OC(=O)C)[N+](=O)[O-]
363903813,30086,Chemical Carcinogenesis Research Information System (CCRIS),20268-51-3,7-Nitrobenz[a]anthracene,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=C(C4=CC=CC=C4C=C32)[N+](=O)[O-]
363903814,163540,Chemical Carcinogenesis Research Information System (CCRIS),87261-28-7,87261-28-7,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=C3C4=C(C=CC3=C2[N+](=O)[O-])[C@H]([C@@H](C=C4)O)O
363903815,150758,Chemical Carcinogenesis Research Information System (CCRIS),88598-58-7,"6-nitro-7,8,9,10-tetrahydrobenzo[a]pyrene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CCC2=C(C3=C4C(=C2C1)C=CC5=C4C(=CC=C5)C=C3)[N+](=O)[O-]
363903816,57330,Chemical Carcinogenesis Research Information System (CCRIS),97931-39-0,"6-nitro-4,5-dihydrobenzo[a]pyrene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC2=C(C3=CC=CC=C3C4=C2C5=C(C=CC=C51)C=C4)[N+](=O)[O-]
363903817,163539,Chemical Carcinogenesis Research Information System (CCRIS),87259-00-5,87259-00-5,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=C2C=C4C=C[C@H]([C@@H](C4=C3[N+](=O)[O-])O)O
363903818,152161,Chemical Carcinogenesis Research Information System (CCRIS),97931-40-3,97931-40-3,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC(C2=C(C3=C4C(=C2C1)C=CC5=C4C(=CC=C5)C=C3)[N+](=O)[O-])O
363903819,55841,Chemical Carcinogenesis Research Information System (CCRIS),88598-56-5,"1-nitro-7,8,9,10-tetrahydrobenzo[a]pyrene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CCC2=C(C1)C=C3C=CC4=C5C3=C2C=CC5=C(C=C4)[N+](=O)[O-]
363903820,55842,Chemical Carcinogenesis Research Information System (CCRIS),88598-57-6,"3-nitro-7,8,9,10-tetrahydrobenzo[a]pyrene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CCC2=C(C1)C=C3C=CC4=C(C=CC5=C4C3=C2C=C5)[N+](=O)[O-]
363903821,16307,Chemical Carcinogenesis Research Information System (CCRIS),55600-34-5,Clophen A30,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC(=C1)Cl)C2=CC(=CC=C2)Cl
363903822,5546,Chemical Carcinogenesis Research Information System (CCRIS),396-01-0,triamterene,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
363903823,6014,Chemical Carcinogenesis Research Information System (CCRIS),58-33-3,PROMETHAZINE HYDROCHLORIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl
363903824,7285,Chemical Carcinogenesis Research Information System (CCRIS),96-18-4,"1,2,3-TRICHLOROPROPANE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C(C(CCl)Cl)Cl
363903825,153225,Chemical Carcinogenesis Research Information System (CCRIS),104901-59-9,"p-Methoxybenzeneselenol, sodium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=CC=C(C=C1)[Se-].[Na+]
363903826,3083559,Chemical Carcinogenesis Research Information System (CCRIS),262-05-5,Phenylselenazine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)NC3=CC=CC=C3[Se]2
363903827,7108,Chemical Carcinogenesis Research Information System (CCRIS),92-84-2,PHENOTHIAZINE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)NC3=CC=CC=C3S2
363903828,77014447,Chemical Carcinogenesis Research Information System (CCRIS),81760-46-5,Cafestol palmitate,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCCCCCCCCCCCC(=O)OC[C@]1(C[C@@]23CC[C@@H]4C5=C(CC[C@]4([C@@H]2CC[C@@H]1C3)C)OC=C5)O
363903829,91595,Chemical Carcinogenesis Research Information System (CCRIS),564-00-1,"D,L-1,2:3,4-Diepoxybutane",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1C(O1)C2CO2
363903830,11929,Chemical Carcinogenesis Research Information System (CCRIS),612-64-6,N-Nitroso-N-ethylaniline,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCN(C1=CC=CC=C1)N=O
363903831,33510,Chemical Carcinogenesis Research Information System (CCRIS),26446-35-5,Acetin,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)OCC(CO)O
363903832,28545,Chemical Carcinogenesis Research Information System (CCRIS),17433-31-7,1-Acetyl-2-picolinoylhydrazine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)NNC(=O)C1=CC=CC=N1
363903833,12364,Chemical Carcinogenesis Research Information System (CCRIS),628-94-4,Adipamide,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(CCC(=O)N)CC(=O)N
363903834,6681,Chemical Carcinogenesis Research Information System (CCRIS),81-49-2,"1-AMINO-2,4-DIBROMOANTHRAQUINONE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3Br)Br)N
363903835,22487,Chemical Carcinogenesis Research Information System (CCRIS),6109-97-3,3-Amino-9-ethylcarbazole hydrochloride,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCN1C2=C(C=C(C=C2)N)C3=CC=CC=C31.Cl
363903836,10824,Chemical Carcinogenesis Research Information System (CCRIS),536-90-3,m-Anisidine,20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=CC=CC(=C1)N
363903837,7961,Chemical Carcinogenesis Research Information System (CCRIS),108-86-1,BROMOBENZENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)Br
363903838,16329,Chemical Carcinogenesis Research Information System (CCRIS),7/5/2052,2-Bromobiphenyl,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)C2=CC=CC=C2Br
363903839,16449,Chemical Carcinogenesis Research Information System (CCRIS),2113-57-7,3-BROMOBIPHENYL,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)C2=CC(=CC=C2)Br
363903840,7101,Chemical Carcinogenesis Research Information System (CCRIS),92-66-0,4-BROMOBIPHENYL,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)C2=CC=C(C=C2)Br
363903841,2482,Chemical Carcinogenesis Research Information System (CCRIS),94-25-7,94-25-7,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCOC(=O)C1=CC=C(C=C1)N
363903842,6410,Chemical Carcinogenesis Research Information System (CCRIS),75-91-2,TERT-BUTYL HYDROPEROXIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)(C)OO
363903843,2513,Chemical Carcinogenesis Research Information System (CCRIS),75-60-5,cacodylic acid,20190211,20180514,Governmental Organizations|Legacy Depositors,,C[As](=O)(C)O
363903844,10657,Chemical Carcinogenesis Research Information System (CCRIS),523-47-7,BETA-CADINENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC[C@@H]2[C@@H](C1)[C@@H](CC=C2C)C(C)C
363903845,7956,Chemical Carcinogenesis Research Information System (CCRIS),108-80-5,CYANURIC ACID,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1(=O)NC(=O)NC(=O)N1
363903846,7966,Chemical Carcinogenesis Research Information System (CCRIS),108-93-0,CYCLOHEXANOL,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CCC(CC1)O
363903847,7967,Chemical Carcinogenesis Research Information System (CCRIS),108-94-1,CYCLOHEXANONE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CCC(=O)CC1
363903848,17888,Chemical Carcinogenesis Research Information System (CCRIS),2873-97-4,DIACETONE ACRYLAMIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)CC(C)(C)NC(=O)C=C
363903849,11933,Chemical Carcinogenesis Research Information System (CCRIS),612-83-9,"3,3'-DICHLOROBENZIDINE DIHYDROCHLORIDE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl
363903850,8360,Chemical Carcinogenesis Research Information System (CCRIS),118-52-5,"1,3-DICHLORO-5,5-DIMETHYLHYDANTOIN",20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1(C(=O)N(C(=O)N1Cl)Cl)C
363903851,18555,Chemical Carcinogenesis Research Information System (CCRIS),3209-22-1,"2,3-DICHLORONITROBENZENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C(=C1)Cl)Cl)[N+](=O)[O-]
363903852,11334,Chemical Carcinogenesis Research Information System (CCRIS),576-24-9,"2,3-DICHLOROPHENOL",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C(=C1)Cl)Cl)O
363903853,66,Chemical Carcinogenesis Research Information System (CCRIS),583-78-8,"2,5-dichlorophenol",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C=C1Cl)O)Cl
363903854,7258,Chemical Carcinogenesis Research Information System (CCRIS),95-77-2,"3,4-DICHLOROPHENOL",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C=C1O)Cl)Cl
363903855,11571,Chemical Carcinogenesis Research Information System (CCRIS),591-35-5,"3,5-DICHLOROPHENOL",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C=C(C=C1Cl)Cl)O
363903856,8113,Chemical Carcinogenesis Research Information System (CCRIS),111-42-2,DIETHANOLAMINE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(CO)NCCO
363903857,7050,Chemical Carcinogenesis Research Information System (CCRIS),91-44-1,7-DIETHYLAMINO-4-METHYLCOUMARIN,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C
363903858,5354284,Chemical Carcinogenesis Research Information System (CCRIS),2107-76-8,"5,7-DIHYDROXY-4-METHYLCOUMARIN",20190211,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC(=O)OC2=CC(=CC(=C12)O)O
363903859,15112,Chemical Carcinogenesis Research Information System (CCRIS),1467-79-4,Dimethylcyanamide,20210804,20180514,Governmental Organizations|Legacy Depositors,,CN(C)C#N
363903860,110862,Chemical Carcinogenesis Research Information System (CCRIS),141-91-3,"2,6-Dimethylmorpholine",20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1CNCC(O1)C
363903861,10450,Chemical Carcinogenesis Research Information System (CCRIS),505-22-6,"1,3-DIOXANE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1COCOC1
363903862,7583,Chemical Carcinogenesis Research Information System (CCRIS),101-84-8,Diphenyl oxide,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)OC2=CC=CC=C2
363903863,9013,Chemical Carcinogenesis Research Information System (CCRIS),150-69-6,Dulcin,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCOC1=CC=C(C=C1)NC(=O)N
363903864,9808,Chemical Carcinogenesis Research Information System (CCRIS),393-52-2,2-FLUOROBENZOYL CHLORIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C(=C1)C(=O)Cl)F
363903865,750,Chemical Carcinogenesis Research Information System (CCRIS),56-40-6,glycine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(C(=O)O)N
363903866,442514,Chemical Carcinogenesis Research Information System (CCRIS),517-28-2,HEMATOXYLIN,20190211,20180514,Governmental Organizations|Legacy Depositors,,C1C2=CC(=C(C=C2[C@H]3[C@@]1(COC4=C3C=CC(=C4O)O)O)O)O
363903867,6905,Chemical Carcinogenesis Research Information System (CCRIS),87-82-1,HEXABROMOBENZENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)Br
363903868,,Chemical Carcinogenesis Research Information System (CCRIS),36355-01-8,HEXABROMOBIPHENYL,20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363903869,6478,Chemical Carcinogenesis Research Information System (CCRIS),77-47-4,HEXACHLOROCYCLOPENTADIENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl
363903870,9016,Chemical Carcinogenesis Research Information System (CCRIS),150-78-7,150-78-7,20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=CC=C(C=C1)OC
363903871,5807,Chemical Carcinogenesis Research Information System (CCRIS),51-30-9,ISOPROTERENOL HYDROCHLORIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)NCC(C1=CC(=C(C=C1)O)O)O.Cl
363903872,25113562,Chemical Carcinogenesis Research Information System (CCRIS),8061-51-6,"Lignosulfonic acid, sodium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=CC=CC(=C1O)C[C@H](CS(=O)(=O)[O-])OC2=C(C=C(C=C2)CCCS(=O)(=O)[O-])OC.[Na+].[Na+]
363903873,20936,Chemical Carcinogenesis Research Information System (CCRIS),4802-20-4,Limonene dimercaptan,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1CCC(CC1S)C(C)CS
363903874,433294,Chemical Carcinogenesis Research Information System (CCRIS),7447-41-8,LITHIUM CHLORIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,[Li+].[Cl-]
363903875,4093,Chemical Carcinogenesis Research Information System (CCRIS),79-41-4,METHACRYLIC ACID,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=C)C(=O)O
363903876,5280567,Chemical Carcinogenesis Research Information System (CCRIS),90-33-5,90-33-5,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC(=O)OC2=C1C=CC(=C2)O
363903877,11855,Chemical Carcinogenesis Research Information System (CCRIS),608-93-5,PENTACHLOROBENZENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl
363903878,8438,Chemical Carcinogenesis Research Information System (CCRIS),120-57-0,PIPERONAL,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1OC2=C(O1)C=C(C=C2)C=O
363903879,1030,Chemical Carcinogenesis Research Information System (CCRIS),57-55-6,"1,2-Propylene glycol",20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(CO)O
363903880,23687338,Chemical Carcinogenesis Research Information System (CCRIS),5323-95-5,"Ricinoleic acid, sodium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCC[C@H](C/C=C\CCCCCCCC(=O)[O-])O.[Na+]
363903881,24203,Chemical Carcinogenesis Research Information System (CCRIS),7558-79-4,7558-79-4,20210804,20180514,Governmental Organizations|Legacy Depositors,,OP(=O)([O-])[O-].[Na+].[Na+]
363903882,5356785,Chemical Carcinogenesis Research Information System (CCRIS),645-49-8,cis-Stilbene,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)/C=C\C2=CC=CC=C2
363903883,638088,Chemical Carcinogenesis Research Information System (CCRIS),103-30-0,trans-Stilbene,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2
363903884,19648,Chemical Carcinogenesis Research Information System (CCRIS),3810-74-0,Streptomycin sulfate (2:3),20210804,20180514,Governmental Organizations|Legacy Depositors,,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O.C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O
363903885,12463,Chemical Carcinogenesis Research Information System (CCRIS),634-66-2,"1,2,3,4-TETRACHLOROBENZENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C(=C1Cl)Cl)Cl)Cl
363903886,12468,Chemical Carcinogenesis Research Information System (CCRIS),634-90-2,"1,2,3,5-TETRACHLOROBENZENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C=C(C(=C1Cl)Cl)Cl)Cl
363903887,29910,Chemical Carcinogenesis Research Information System (CCRIS),20020-02-4,"1,2,3,4-TETRACHLORONAPHTHALENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C(=C(C(=C2Cl)Cl)Cl)Cl
363903888,13428,Chemical Carcinogenesis Research Information System (CCRIS),879-39-0,"2,3,4,5-TETRACHLORONITROBENZENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)[N+](=O)[O-]
363903889,8330,Chemical Carcinogenesis Research Information System (CCRIS),117-18-0,"2,3,5,6-Tetrachloronitrobenzene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)Cl
363903890,6394,Chemical Carcinogenesis Research Information System (CCRIS),75-74-1,TETRAMETHYL LEAD,20210804,20180514,Governmental Organizations|Legacy Depositors,,C[Pb](C)(C)C
363903891,700999,Chemical Carcinogenesis Research Information System (CCRIS),102-08-9,Thiocarbanilide,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)NC(=S)NC2=CC=CC=C2
363903892,6540,Chemical Carcinogenesis Research Information System (CCRIS),78-51-3,Tributoxyethyl phosphate,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
363903893,12712,Chemical Carcinogenesis Research Information System (CCRIS),688-74-4,TRIBUTYL BORATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,B(OCCCC)(OCCCC)OCCCC
363903894,6895,Chemical Carcinogenesis Research Information System (CCRIS),87-61-6,"1,2,3-TRICHLOROBENZENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C(=C1)Cl)Cl)Cl
363903895,13,Chemical Carcinogenesis Research Information System (CCRIS),120-82-1,"1,2,4-trichlorobenzene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C=C1Cl)Cl)Cl
363903896,7950,Chemical Carcinogenesis Research Information System (CCRIS),108-70-3,"1,3,5-TRICHLOROBENZENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C=C(C=C1Cl)Cl)Cl
363903897,,Chemical Carcinogenesis Research Information System (CCRIS),1330-78-5,TRICRESYL PHOSPHATE,20180514,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C
363903898,11232,Chemical Carcinogenesis Research Information System (CCRIS),563-04-2,TRI-M-CRESYL PHOSPHATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC(=CC=C1)OP(=O)(OC2=CC=CC(=C2)C)OC3=CC=CC(=C3)C
363903899,8783,Chemical Carcinogenesis Research Information System (CCRIS),140-08-9,TRIS(2-CHLOROETHYL) PHOSPHITE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(CCl)OP(OCCCl)OCCCl
363903900,4837,Chemical Carcinogenesis Research Information System (CCRIS),110-85-0,piperazine,20190211,20180514,Governmental Organizations|Legacy Depositors,,C1CNCCN1
363903901,6734,Chemical Carcinogenesis Research Information System (CCRIS),83-32-9,ACENAPHTHENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC2=CC=CC3=C2C1=CC=C3
363903902,176,Chemical Carcinogenesis Research Information System (CCRIS),64-19-7,acetic acid,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)O
363903903,180,Chemical Carcinogenesis Research Information System (CCRIS),67-64-1,acetone,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)C
363903904,14282,Chemical Carcinogenesis Research Information System (CCRIS),1122-54-9,4-Acetylpyridine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)C1=CC=NC=C1
363903905,10843,Chemical Carcinogenesis Research Information System (CCRIS),537-92-8,N-Acetyl-m-toluidine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC(=CC=C1)NC(=O)C
363903906,7684,Chemical Carcinogenesis Research Information System (CCRIS),103-89-9,N-ACETYL-P-TOLUIDINE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC=C(C=C1)NC(=O)C
363903907,312231,Chemical Carcinogenesis Research Information System (CCRIS),3237-50-1,ALLOXAN MONOHYDRATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1(=O)C(=O)NC(=O)NC1=O.O
363903908,11181,Chemical Carcinogenesis Research Information System (CCRIS),557-11-9,Allylurea,20210804,20180514,Governmental Organizations|Legacy Depositors,,C=CCNC(=O)N
363903909,16230,Chemical Carcinogenesis Research Information System (CCRIS),2016-88-8,AMILORIDE HYDROCHLORIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl
363903910,22586,Chemical Carcinogenesis Research Information System (CCRIS),6219-89-2,4-Amino-4'-hydroxy-3-methyldiphenylamine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C=CC(=C1)NC2=CC=C(C=C2)O)N
363903911,7382,Chemical Carcinogenesis Research Information System (CCRIS),98-30-6,2-AMINO-4-(METHYLSULFONYL)PHENOL,20210804,20180514,Governmental Organizations|Legacy Depositors,,CS(=O)(=O)C1=CC(=C(C=C1)O)N
363903912,10638,Chemical Carcinogenesis Research Information System (CCRIS),521-31-3,521-31-3,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC2=C(C(=C1)N)C(=O)NNC2=O
363903913,5280965,Chemical Carcinogenesis Research Information System (CCRIS),1397-89-3,amphotericin b,20190211,20180514,Governmental Organizations|Legacy Depositors,,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
363903914,15277,Chemical Carcinogenesis Research Information System (CCRIS),1562-94-3,p-Azoxyanisole,20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=CC=C(C=C1)N=[N+](C2=CC=C(C=C2)OC)[O-]
363903915,10316,Chemical Carcinogenesis Research Information System (CCRIS),495-48-7,AZOXYBENZENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-]
363903916,25157,Chemical Carcinogenesis Research Information System (CCRIS),10326-27-9,BARIUM CHLORIDE DIHYDRATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,Nan
363903917,5798,Chemical Carcinogenesis Research Information System (CCRIS),51-17-2,BENZIMIDAZOLE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)NC=N2
363903918,32346,Chemical Carcinogenesis Research Information System (CCRIS),24370-25-0,2-Benzimidazolylurea,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)NC(=N2)NC(=O)N
363903919,10867,Chemical Carcinogenesis Research Information System (CCRIS),538-74-9,BENZYL SULFIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)CSCC2=CC=CC=C2
363903920,33182,Chemical Carcinogenesis Research Information System (CCRIS),25834-80-4,"2,4-Bis(p-aminobenzyl)aniline",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1CC2=CC(=C(C=C2)N)CC3=CC=C(C=C3)N)N
363903921,20167,Chemical Carcinogenesis Research Information System (CCRIS),4196-86-5,4196-86-5,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)(COC(=O)C3=CC=CC=C3)COC(=O)C4=CC=CC=C4
363903922,18692,Chemical Carcinogenesis Research Information System (CCRIS),3296-90-0,"2,2-BIS(BROMOMETHYL)-1,3-PROPANEDIOL",20210804,20180514,Governmental Organizations|Legacy Depositors,,C(C(CO)(CBr)CBr)O
363903923,6433264,Chemical Carcinogenesis Research Information System (CCRIS),1295-35-8,"Bis(1,5-cyclooctadiene)nickel",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1/C=C\CC/C=C\C1.C1/C=C\CC/C=C\C1.[Ni]
363903924,79154,Chemical Carcinogenesis Research Information System (CCRIS),1271-24-5,Bis(cyclopentadienyl)chromium,20210804,20180514,Governmental Organizations|Legacy Depositors,,[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Cr+2]
363903925,82917,Chemical Carcinogenesis Research Information System (CCRIS),12083-48-6,Bis(cyclopentadienyl)vanadium chloride,20210804,20180514,Governmental Organizations|Legacy Depositors,,[CH-]1C=CC=C1.[CH-]1C=CC=C1.Cl[V]Cl
363903926,8039,Chemical Carcinogenesis Research Information System (CCRIS),110-21-4,Biurea,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(=O)(N)NNC(=O)N
363903927,10046,Chemical Carcinogenesis Research Information System (CCRIS),464-10-8,Bromopicrin,20210804,20180514,Governmental Organizations|Legacy Depositors,,C([N+](=O)[O-])(Br)(Br)Br
363903928,29740,Chemical Carcinogenesis Research Information System (CCRIS),19686-73-8,1-BROMO-2-PROPANOL,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(CBr)O
363903929,12308,Chemical Carcinogenesis Research Information System (CCRIS),627-18-9,3-Bromo-1-propanol,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(CO)CBr
363903930,7498,Chemical Carcinogenesis Research Information System (CCRIS),100-39-0,alpha-Bromotoluene,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)CBr
363903931,11560,Chemical Carcinogenesis Research Information System (CCRIS),591-17-3,m-Bromotoluene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC(=CC=C1)Br
